   41   46     0     0  con    1  2.3D-01  6.5D-04  3.440D-02  1.432D+03
   42   47     0     0  con    0  1.0D+00  8.8D-04  1.774D-02  1.432D+03
   43   48     0     0  con    0  1.0D+00  2.3D-04  1.518D-02  1.432D+03
   44   49     0     0  con    0  1.0D+00  3.9D-04  2.173D-02  1.432D+03
   45   51     0     0  con    1  3.3D-01  1.1D-04  7.304D-03  1.432D+03
   46   52     0     0  con    0  1.0D+00  6.9D-05  9.972D-03  1.432D+03

CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH             

 Total User time 2.741E+01 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =       184970     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     6.881D+00  1.066D+03
    1    3     1     0  ---    1  1.8D-03  4.1D-01  2.040D+00  1.023D+03
    2    5     0     0  con    1  5.2D-01  5.0D-02  4.984D+00  1.022D+03
    3    6     0     0  con    0  1.0D+00  4.0D-02  4.335D+00  1.020D+03
    4    7     0     0  con    0  1.0D+00  1.1D-01  2.696D+00  1.019D+03
    5    8     0     0  con    0  1.0D+00  4.8D-02  4.298D+00  1.019D+03
    6    9     0     0  con    0  1.0D+00  1.5D-02  1.378D+00  1.018D+03
    7   10     0     0  con    0  1.0D+00  1.7D-02  1.124D+00  1.018D+03
    8   11     0     0  con    0  1.0D+00  2.7D-02  1.084D+00  1.018D+03
    9   12     0     0  con    0  1.0D+00  2.7D-02  1.200D+00  1.018D+03
   10   14     0     0  con    1  3.8D-01  1.2D-02  8.281D-01  1.018D+03
   11   15     0     0  con    0  1.0D+00  6.5D-03  8.201D-01  1.018D+03
   12   16     0     0  con    0  1.0D+00  5.1D-03  7.820D-01  1.018D+03
   13   17     0     0  con    0  1.0D+00  7.1D-03  7.504D-01  1.018D+03
   14   18     0     0  con    0  1.0D+00  9.5D-03  6.306D-01  1.018D+03
   15   19     0     0  con    0  1.0D+00  5.3D-03  5.936D-01  1.018D+03
   16   20     0     0  con    0  1.0D+00  2.4D-03  6.095D-01  1.018D+03
   17   21     0     0  con    0  1.0D+00  6.2D-03  5.036D-01  1.018D+03
   18   22     0     0  con    0  1.0D+00  1.2D-02  7.648D-01  1.018D+03
   19   23     0     0  con    0  1.0D+00  1.9D-03  4.200D-01  1.018D+03
   20   24     0     0  con    0  1.0D+00  4.2D-03  2.901D-01  1.018D+03
   21   25     0     0  con    0  1.0D+00  7.7D-03  2.718D-01  1.018D+03
   22   26     0     0  con    0  1.0D+00  1.2D-02  1.158D-01  1.018D+03
   23   28     0     0  con    1  2.7D-01  6.8D-03  3.370D-01  1.018D+03
   24   29     0     0  con    0  1.0D+00  7.6D-03  1.418D-01  1.018D+03
   25   30     0     0  con    0  1.0D+00  3.1D-03  1.349D-01  1.018D+03
   26   31     0     0  con    0  1.0D+00  3.5D-03  1.930D-01  1.018D+03
   27   32     0     0  con    0  1.0D+00  2.9D-03  1.023D-01  1.018D+03
   28   33     0     0  con    0  1.0D+00  8.7D-04  8.534D-02  1.018D+03
   29   34     0     0  con    0  1.0D+00  5.7D-04  1.087D-01  1.018D+03
   30   35     0     0  con    0  1.0D+00  9.7D-04  1.182D-01  1.018D+03
   31   36     0     0  con    0  1.0D+00  1.9D-03  1.519D-01  1.018D+03
   32   37     0     0  con    0  1.0D+00  3.7D-04  1.118D-01  1.018D+03
   33   38     0     0  con    0  1.0D+00  2.6D-04  1.020D-01  1.018D+03
   34   39     0     0  con    0  1.0D+00  6.4D-04  8.823D-02  1.018D+03
   35   40     0     0  con    0  1.0D+00  1.0D-03  7.625D-02  1.018D+03
   36   42     0     0  con    1  4.2D-01  1.2D-03  6.180D-02  1.018D+03
   37   43     0     0  con    0  1.0D+00  1.2D-03  5.619D-02  1.018D+03
   38   44     0     0  con    0  1.0D+00  1.0D-03  5.240D-02  1.018D+03
   39   45     0     0  con    0  1.0D+00  1.4D-03  4.020D-02  1.018D+03
   40   46     0     0  con    0  1.0D+00  2.1D-03  4.034D-02  1.018D+03
   41   47     0     0  con    0  1.0D+00  3.1D-04  1.591D-02  1.018D+03
   42   48     0     0  con    0  1.0D+00  2.0D-04  1.760D-02  1.018D+03
   43   49     0     0  con    0  1.0D+00  4.2D-04  1.607D-02  1.018D+03
   44   50     0     0  con    0  1.0D+00  5.6D-04  1.430D-02  1.018D+03
   45   51     0     0  con    0  1.0D+00  1.4D-04  9.573D-03  1.018D+03
   46   52     0     0  con    0  1.0D+00  8.9D-05  8.710D-03  1.018D+03
   47   53     0     0  con    0  1.0D+00  1.1D-04  9.546D-03  1.018D+03

CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH             

 Total User time 2.794E+01 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =       184970     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     4.478D+00  7.544D+02
    1    3     1     0  ---    1  3.1D-03  4.4D-01  1.374D+00  7.253D+02
    2    4     0     0  con    0  1.0D+00  1.0D-01  6.696D+00  7.244D+02
    3    5     0     0  con    0  1.0D+00  3.3D-02  3.065D+00  7.230D+02
    4    6     0     0  con    0  1.0D+00  5.6D-02  1.482D+00  7.223D+02
    5    7     0     0  con    0  1.0D+00  5.1D-02  8.029D-01  7.219D+02
    6    8     0     0  con    0  1.0D+00  9.1D-02  1.514D+00  7.215D+02
    7    9     0     0  con    0  1.0D+00  4.8D-02  1.855D+00  7.214D+02
    8   10     0     0  con    0  1.0D+00  2.4D-02  6.446D-01  7.212D+02
    9   11     0     0  con    0  1.0D+00  7.4D-03  6.014D-01  7.212D+02
   10   12     0     0  con    0  1.0D+00  2.2D-02  6.992D-01  7.211D+02
   11   13     0     0  con    0  1.0D+00  2.2D-02  7.131D-01  7.211D+02
   12   14     0     0  con    0  1.0D+00  4.6D-03  4.964D-01  7.211D+02
   13   15     0     0  con    0  1.0D+00  3.6D-03  4.820D-01  7.211D+02
   14   16     0     0  con    0  1.0D+00  5.9D-03  4.876D-01  7.211D+02
   15   17     0     0  con    0  1.0D+00  8.6D-03  4.069D-01  7.211D+02
   16   19     0     0  con    1  4.2D-01  6.8D-03  5.339D-01  7.211D+02
   17   20     0     0  con    0  1.0D+00  6.9D-03  3.929D-01  7.211D+02
   18   21     0     0  con    0  1.0D+00  4.0D-03  3.329D-01  7.211D+02
   19   22     0     0  con    0  1.0D+00  7.3D-03  2.836D-01  7.211D+02
   20   23     0     0  con    0  1.0D+00  1.1D-02  4.137D-01  7.211D+02
   21   24     0     0  con    0  1.0D+00  1.1D-02  1.742D-01  7.211D+02
   22   25     0     0  con    0  1.0D+00  4.9D-03  1.425D-01  7.211D+02
   23   26     0     0  con    0  1.0D+00  7.7D-03  2.129D-01  7.211D+02
   24   27     0     0  con    0  1.0D+00  7.3D-03  1.824D-01  7.211D+02
   25   28     0     0  con    0  1.0D+00  1.3D-03  1.078D-01  7.211D+02
   26   29     0     0  con    0  1.0D+00  3.4D-03  9.078D-02  7.211D+02
   27   30     0     0  con    0  1.0D+00  3.1D-03  7.699D-02  7.211D+02
   28   31     0     0  con    0  1.0D+00  4.7D-03  5.031D-02  7.211D+02
   29   33     0     0  con    1  3.7D-01  1.3D-03  6.077D-02  7.211D+02
   30   34     0     0  con    0  1.0D+00  3.3D-04  7.016D-02  7.211D+02
   31   35     0     0  con    0  1.0D+00  6.6D-04  7.499D-02  7.211D+02
   32   36     0     0  con    0  1.0D+00  8.0D-04  7.124D-02  7.211D+02
   33   38     0     0  con    1  4.7D-01  8.1D-04  6.790D-02  7.211D+02
   34   39     0     0  con    0  1.0D+00  8.3D-04  5.605D-02  7.211D+02
   35   40     0     0  con    0  1.0D+00  4.6D-04  4.762D-02  7.211D+02
   36   41     0     0  con    0  1.0D+00  7.1D-04  3.966D-02  7.211D+02
   37   42     0     0  con    0  1.0D+00  9.4D-04  2.848D-02  7.211D+02
   38   43     0     0  con    0  1.0D+00  1.5D-03  3.135D-02  7.211D+02
   39   44     0     0  con    0  1.0D+00  3.1D-04  2.155D-02  7.211D+02
   40   45     0     0  con    0  1.0D+00  3.3D-04  1.775D-02  7.211D+02
   41   46     0     0  con    0  1.0D+00  6.0D-04  1.176D-02  7.211D+02
   42   48     0     0  con    1  4.2D-01  5.3D-04  8.909D-03  7.211D+02
   43   49     0     0  con    0  1.0D+00  4.8D-04  6.683D-03  7.211D+02
   44   50     0     0  con    0  1.0D+00  2.8D-04  7.333D-03  7.211D+02
   45   51     0     0  con    0  1.0D+00  2.5D-04  7.769D-03  7.211D+02
   46   52     0     0  con    0  1.0D+00  2.1D-04  7.376D-03  7.211D+02

CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH             

 Total User time 2.741E+01 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =       184970     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     2.905D+00  5.331D+02
    1    2     1     0  ---    0  1.1D-02  1.0D+00  1.917D+00  5.299D+02
    2    3     0     0  con    0  1.0D+00  3.9D-01  2.677D+00  5.128D+02
    3    5     0     0  con    1  2.2D-01  7.7D-02  1.303D+00  5.116D+02
    4    6     0     0  con    0  1.0D+00  1.0D-01  6.598D-01  5.109D+02
    5    7     0     0  con    0  1.0D+00  3.5D-02  4.827D-01  5.106D+02
    6    8     0     0  con    0  1.0D+00  1.2D-01  1.445D+00  5.102D+02
    7   10     0     0  con    1  5.1D-01  5.0D-02  4.764D-01  5.100D+02
    8   11     0     0  con    0  1.0D+00  2.0D-02  3.445D-01  5.099D+02
    9   12     0     0  con    0  1.0D+00  2.3D-02  6.983D-01  5.099D+02
   10   13     0     0  con    0  1.0D+00  1.5D-02  4.191D-01  5.098D+02
   11   14     0     0  con    0  1.0D+00  1.1D-02  3.454D-01  5.098D+02
   12   15     0     0  con    0  1.0D+00  2.4D-02  2.913D-01  5.098D+02
   13   16     0     0  con    0  1.0D+00  8.4D-03  3.903D-01  5.098D+02
   14   17     0     0  con    0  1.0D+00  3.1D-03  3.567D-01  5.098D+02
   15   18     0     0  con    0  1.0D+00  6.3D-03  2.904D-01  5.098D+02
   16   19     0     0  con    0  1.0D+00  9.1D-03  2.576D-01  5.098D+02
   17   20     0     0  con    0  1.0D+00  1.7D-02  2.561D-01  5.098D+02
   18   21     0     0  con    0  1.0D+00  3.1D-03  1.767D-01  5.098D+02
   19   22     0     0  con    0  1.0D+00  2.4D-03  1.950D-01  5.098D+02
   20   23     0     0  con    0  1.0D+00  6.1D-03  1.845D-01  5.098D+02
   21   24     0     0  con    0  1.0D+00  1.4D-02  2.396D-01  5.098D+02
   22   25     0     0  con    0  1.0D+00  6.8D-03  9.524D-02  5.098D+02
   23   26     0     0  con    0  1.0D+00  3.1D-03  6.193D-02  5.098D+02
   24   27     0     0  con    0  1.0D+00  6.1D-03  5.732D-02  5.098D+02
   25   29     0     0  con    1  5.1D-01  3.9D-03  7.093D-02  5.098D+02
   26   30     0     0  con    0  1.0D+00  3.2D-03  5.444D-02  5.098D+02
   27   31     0     0  con    0  1.0D+00  2.8D-03  3.813D-02  5.098D+02
   28   33     0     0  con    1  5.3D-01  1.6D-03  3.120D-02  5.098D+02
   29   34     0     0  con    0  1.0D+00  1.0D-03  2.549D-02  5.098D+02
   30   35     0     0  con    0  1.0D+00  1.0D-03  2.644D-02  5.098D+02
   31   36     0     0  con    0  1.0D+00  1.1D-03  2.267D-02  5.098D+02
   32   37     0     0  con    0  1.0D+00  1.0D-03  2.771D-02  5.098D+02
   33   38     0     0  con    0  1.0D+00  3.8D-04  2.606D-02  5.098D+02
   34   39     0     0  con    0  1.0D+00  6.2D-04  2.019D-02  5.098D+02
   35   40     0     0  con    0  1.0D+00  4.9D-04  2.055D-02  5.098D+02
   36   41     0     0  con    0  1.0D+00  3.6D-04  1.907D-02  5.098D+02
   37   42     0     0  con    0  1.0D+00  8.0D-04  1.380D-02  5.098D+02
   38   43     0     0  con    0  1.0D+00  4.3D-04  1.332D-02  5.098D+02
   39   44     0     0  con    0  1.0D+00  2.0D-04  1.192D-02  5.098D+02
   40   45     0     0  con    0  1.0D+00  5.4D-04  7.172D-03  5.098D+02
   41   46     0     0  con    0  1.0D+00  3.7D-04  7.440D-03  5.098D+02
   42   47     0     0  con    0  1.0D+00  6.0D-04  5.469D-03  5.098D+02
   43   48     0     0  con    0  1.0D+00  5.0D-04  9.513D-03  5.098D+02

CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH             

 Total User time 2.532E+01 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =       184970     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     1.880D+00  3.761D+02
    1    2     1     0  ---    0  1.8D-02  1.0D+00  1.112D+00  3.705D+02
    2    3     0     0  con    0  1.0D+00  3.6D-01  1.558D+00  3.618D+02
    3    5     0     0  con    1  2.3D-01  8.1D-02  6.829D-01  3.610D+02
    4    6     0     0  con    0  1.0D+00  1.0D-01  4.611D-01  3.606D+02
    5    7     0     0  con    0  1.0D+00  4.0D-02  4.126D-01  3.603D+02
    6    8     0     0  con    0  1.0D+00  1.6D-01  7.060D-01  3.599D+02
    7   10     0     0  con    1  3.9D-01  3.9D-02  5.140D-01  3.599D+02
    8   11     0     0  con    0  1.0D+00  2.3D-02  3.929D-01  3.598D+02
    9   12     0     0  con    0  1.0D+00  2.3D-02  3.305D-01  3.598D+02
   10   13     0     0  con    0  1.0D+00  2.1D-02  3.254D-01  3.598D+02
   11   14     0     0  con    0  1.0D+00  3.0D-02  4.292D-01  3.597D+02
   12   15     0     0  con    0  1.0D+00  1.8D-02  2.023D-01  3.597D+02
   13   16     0     0  con    0  1.0D+00  6.7D-03  1.983D-01  3.597D+02
   14   17     0     0  con    0  1.0D+00  4.1D-03  2.396D-01  3.597D+02
   15   18     0     0  con    0  1.0D+00  8.7D-03  2.568D-01  3.597D+02
   16   19     0     0  con    0  1.0D+00  1.5D-02  2.077D-01  3.597D+02
   17   21     0     0  con    1  2.4D-01  6.4D-03  2.108D-01  3.597D+02
   18   22     0     0  con    0  1.0D+00  9.8D-03  1.254D-01  3.597D+02
   19   23     0     0  con    0  1.0D+00  5.7D-03  1.111D-01  3.597D+02
   20   24     0     0  con    0  1.0D+00  1.1D-02  9.371D-02  3.597D+02
   21   26     0     0  con    1  4.9D-01  6.6D-03  1.198D-01  3.597D+02
   22   27     0     0  con    0  1.0D+00  5.3D-03  7.409D-02  3.597D+02
   23   28     0     0  con    0  1.0D+00  5.3D-03  5.460D-02  3.597D+02
   24   29     0     0  con    0  1.0D+00  3.9D-03  3.471D-02  3.597D+02
   25   30     0     0  con    0  1.0D+00  2.2D-03  3.008D-02  3.597D+02
   26   31     0     0  con    0  1.0D+00  4.3D-03  2.663D-02  3.597D+02
   27   32     0     0  con    0  1.0D+00  2.4D-03  4.273D-02  3.597D+02
   28   33     0     0  con    0  1.0D+00  7.1D-04  2.957D-02  3.597D+02
   29   34     0     0  con    0  1.0D+00  1.6D-03  1.417D-02  3.597D+02
   30   35     0     0  con    0  1.0D+00  7.3D-04  1.147D-02  3.597D+02
   31   36     0     0  con    0  1.0D+00  2.0D-03  1.569D-02  3.597D+02
   32   37     0     0  con    0  1.0D+00  5.2D-04  1.079D-02  3.597D+02
   33   38     0     0  con    0  1.0D+00  2.9D-04  1.224D-02  3.597D+02
   34   39     0     0  con    0  1.0D+00  6.3D-04  1.038D-02  3.597D+02
   35   40     0     0  con    0  1.0D+00  8.6D-04  1.403D-02  3.597D+02
   36   41     0     0  con    0  1.0D+00  2.3D-04  9.596D-03  3.597D+02
   37   42     0     0  con    0  1.0D+00  2.6D-04  6.815D-03  3.597D+02
   38   43     0     0  con    0  1.0D+00  3.5D-04  5.577D-03  3.597D+02
   39   44     0     0  con    0  1.0D+00  6.0D-04  5.373D-03  3.597D+02
   40   45     0     0  con    0  1.0D+00  8.2D-04  4.418D-03  3.597D+02
   41   46     0     0  con    0  1.0D+00  1.5D-04  3.389D-03  3.597D+02
   42   47     0     0  con    0  1.0D+00  1.4D-04  2.750D-03  3.597D+02
   43   48     0     0  con    0  1.0D+00  2.3D-04  3.593D-03  3.597D+02
   44   49     0     0  con    0  1.0D+00  3.5D-04  9.793D-04  3.597D+02
   45   50     0     0  con    0  1.0D+00  6.0D-05  1.929D-03  3.597D+02

CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH             

 Total User time 2.638E+01 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =       184970     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     1.347D+00  2.648D+02
    1    2     1     0  ---    0  2.8D-02  1.0D+00  7.429D-01  2.590D+02
    2    3     0     0  con    0  1.0D+00  3.2D-01  9.647D-01  2.546D+02
    3    5     0     0  con    1  2.6D-01  9.1D-02  5.917D-01  2.541D+02
    4    6     0     0  con    0  1.0D+00  1.1D-01  3.852D-01  2.538D+02
    5    7     0     0  con    0  1.0D+00  5.1D-02  3.675D-01  2.536D+02
